Date,Global_Confirmed,Daily_New_Cases,Rolling_7day_Avg
2020-01-22,557,0.0,
2020-01-23,657,100.0,
2020-01-24,944,287.0,
2020-01-25,1437,493.0,
2020-01-26,2120,683.0,
2020-01-27,2929,809.0,
2020-01-28,5580,2651.0,717.5714285714286
2020-01-29,6169,589.0,801.7142857142857
2020-01-30,8237,2068.0,1082.857142857143
2020-01-31,9927,1690.0,1283.2857142857142
2020-02-01,12038,2111.0,1514.4285714285713
2020-02-02,16787,4749.0,2095.285714285714
2020-02-03,19887,3100.0,2422.5714285714284
2020-02-04,23899,4012.0,2617.0
2020-02-05,27644,3745.0,3067.8571428571427
2020-02-06,30806,3162.0,3224.1428571428573
2020-02-07,34339,3533.0,3487.4285714285716
2020-02-08,37070,2731.0,3576.0
2020-02-09,40098,3028.0,3330.1428571428573
2020-02-10,42636,2538.0,3249.8571428571427
2020-02-11,44679,2043.0,2968.5714285714284
2020-02-12,45057,378.0,2487.5714285714284
2020-02-13,60209,15152.0,4200.428571428572
2020-02-14,66694,6485.0,4622.142857142857
2020-02-15,68770,2076.0,4528.571428571428
2020-02-16,70883,2113.0,4397.857142857143
2020-02-17,72819,1936.0,4311.857142857143
2020-02-18,74613,1794.0,4276.285714285715
2020-02-19,75034,421.0,4282.428571428572
2020-02-20,75582,548.0,2196.1428571428573
2020-02-21,76212,630.0,1359.7142857142858
2020-02-22,77974,1762.0,1314.857142857143
2020-02-23,78299,325.0,1059.4285714285713
2020-02-24,78867,568.0,864.0
2020-02-25,79721,854.0,729.7142857142857
2020-02-26,80679,958.0,806.4285714285714
2020-02-27,82023,1344.0,920.1428571428571
2020-02-28,83447,1424.0,1033.5714285714287
2020-02-29,85318,1871.0,1049.142857142857
2020-03-01,87697,2379.0,1342.5714285714287
2020-03-02,89677,1980.0,1544.2857142857142
2020-03-03,92288,2611.0,1795.2857142857142
2020-03-04,94632,2344.0,1993.2857142857142
2020-03-05,97372,2740.0,2192.714285714286
2020-03-06,101356,3984.0,2558.4285714285716
2020-03-07,105493,4137.0,2882.1428571428573
2020-03-08,109291,3798.0,3084.8571428571427
2020-03-09,113586,4295.0,3415.5714285714284
2020-03-10,118345,4759.0,3722.4285714285716
2020-03-11,125821,7476.0,4455.571428571428
2020-03-12,132577,6756.0,5029.285714285715
2020-03-13,145769,13192.0,6344.714285714285
2020-03-14,156657,10888.0,7309.142857142857
2020-03-15,167890,11233.0,8371.285714285714
2020-03-16,182457,14567.0,9838.714285714286
2020-03-17,197625,15168.0,11325.714285714286
2020-03-18,215179,17554.0,12765.42857142857
2020-03-19,242266,27087.0,15669.857142857143
2020-03-20,271795,29529.0,18003.714285714286
2020-03-21,304222,32427.0,21080.714285714286
2020-03-22,338431,34209.0,24363.0
2020-03-23,380986,42555.0,28361.285714285714
2020-03-24,422869,41883.0,32177.714285714286
2020-03-25,474350,51481.0,37024.42857142857
2020-03-26,535164,60814.0,41842.57142857143
2020-03-27,599095,63931.0,46757.142857142855
2020-03-28,668675,69580.0,52064.71428571428
2020-03-29,725191,56516.0,55251.42857142857
2020-03-30,790202,65011.0,58459.42857142857
2020-03-31,867103,76901.0,63462.0
2020-04-01,953325,86222.0,68425.0
2020-04-02,1035727,82402.0,71509.0
2020-04-03,1119884,84157.0,74398.42857142857
2020-04-04,1179944,60060.0,73038.42857142857
2020-04-05,1251615,71671.0,75203.42857142857
2020-04-06,1326268,74653.0,76580.85714285714
2020-04-07,1395178,68910.0,75439.28571428571
2020-04-08,1477228,82050.0,74843.28571428571
2020-04-09,1564368,87140.0,75520.14285714286
2020-04-10,1650757,86389.0,75839.0
2020-04-11,1726252,75495.0,78044.0
2020-04-12,1844784,118532.0,84738.42857142857
2020-04-13,1916583,71799.0,84330.71428571429
2020-04-14,2001229,84646.0,86578.71428571429
2020-04-15,2079435,78206.0,86029.57142857143
2020-04-16,2173845,94410.0,87068.14285714286
2020-04-17,2261669,87824.0,87273.14285714286
2020-04-18,2339876,78207.0,87660.57142857143
2020-04-19,2416154,76278.0,81624.28571428571
2020-04-20,2492587,76433.0,82286.28571428571
2020-04-21,2568640,76053.0,81058.71428571429
2020-04-22,2650637,81997.0,81600.28571428571
2020-04-23,2733330,82693.0,79926.42857142857
2020-04-24,2816862,83532.0,79313.28571428571
2020-04-25,2900039,83177.0,80023.28571428571
2020-04-26,2970808,70769.0,79236.28571428571
2020-04-27,3041767,70959.0,78454.28571428571
2020-04-28,3117559,75792.0,78417.0
2020-04-29,3194862,77303.0,77746.42857142857
2020-04-30,3278481,83619.0,77878.71428571429
2020-05-01,3367407,88926.0,78649.28571428571
2020-05-02,3445661,78254.0,77946.0
2020-05-03,3519679,74018.0,78410.14285714286
2020-05-04,3597322,77643.0,79365.0
2020-05-05,3676992,79670.0,79919.0
2020-05-06,3767394,90402.0,81790.28571428571
2020-05-07,3856526,89132.0,82577.85714285714
2020-05-08,3946993,90467.0,82798.0
2020-05-09,4031321,84328.0,83665.71428571429
2020-05-10,4106525,75204.0,83835.14285714286
2020-05-11,4182660,76135.0,83619.71428571429
2020-05-12,4267925,85265.0,84419.0
2020-05-13,4352265,84340.0,83553.0
2020-05-14,4447896,95631.0,84481.42857142857
2020-05-15,4543787,95891.0,85256.28571428571
2020-05-16,4637665,93878.0,86620.57142857143
2020-05-17,4716016,78351.0,87070.14285714286
2020-05-18,4805130,89114.0,88924.28571428571
2020-05-19,4900932,95802.0,90429.57142857143
2020-05-20,5006339,105407.0,93439.14285714286
2020-05-21,5112281,105942.0,94912.14285714286
2020-05-22,5219588,107307.0,96543.0
2020-05-23,5323710,104122.0,98006.42857142857
2020-05-24,5416890,93180.0,100124.85714285714
2020-05-25,5505073,88183.0,99991.85714285714
2020-05-26,5597406,92333.0,99496.28571428571
2020-05-27,5699934,102528.0,99085.0
2020-05-28,5819904,119970.0,101089.0
2020-05-29,5941335,121431.0,103106.71428571429
2020-05-30,6076374,135039.0,107523.42857142857
2020-05-31,6179231,102857.0,108905.85714285714
2020-06-01,6279479,100248.0,110629.42857142857
2020-06-02,6402113,122634.0,114958.14285714286
2020-06-03,6513325,111212.0,116198.71428571429
2020-06-04,6651551,138226.0,118806.71428571429
2020-06-05,6784955,133404.0,120517.14285714286
2020-06-06,6914283,129328.0,119701.28571428571
2020-06-07,7025291,111008.0,120865.71428571429
2020-06-08,7128337,103046.0,121265.42857142857
2020-06-09,7254299,125962.0,121740.85714285714
2020-06-10,7391456,137157.0,125447.28571428571
2020-06-11,7527639,136183.0,125155.42857142857
2020-06-12,7655113,127474.0,124308.28571428571
2020-06-13,7789014,133901.0,124961.57142857143
2020-06-14,7920954,131940.0,127951.85714285714
2020-06-15,8045848,124894.0,131073.0
2020-06-16,8189741,143893.0,133634.57142857142
2020-06-17,8332938,143197.0,134497.42857142858
2020-06-18,8476024,143086.0,135483.57142857142
2020-06-19,8657017,180993.0,143129.14285714287
2020-06-20,8842893,185876.0,150554.14285714287
2020-06-21,8935951,93058.0,144999.57142857142
2020-06-22,9078277,142326.0,147489.85714285713
2020-06-23,9246394,168117.0,150950.42857142858
2020-06-24,9417828,171434.0,154984.2857142857
2020-06-25,9597342,179514.0,160188.2857142857
2020-06-26,9789828,192486.0,161830.14285714287
2020-06-27,9966229,176401.0,160476.57142857142
2020-06-28,10134681,168452.0,171247.14285714287
2020-06-29,10287358,152677.0,172725.85714285713
2020-06-30,10471128,183770.0,174962.0
2020-07-01,10686254,215126.0,181203.7142857143
2020-07-02,10891222,204968.0,184840.0
2020-07-03,11093856,202634.0,186289.7142857143
2020-07-04,11283566,189710.0,188191.0
2020-07-05,11469780,186214.0,190728.42857142858
2020-07-06,11638042,168262.0,192954.85714285713
2020-07-07,11847598,209556.0,196638.57142857142
2020-07-08,12062878,215280.0,196660.57142857142
2020-07-09,12287469,224591.0,199463.85714285713
2020-07-10,12520347,232878.0,203784.42857142858
2020-07-11,12733163,212816.0,207085.2857142857
2020-07-12,12926090,192927.0,208044.2857142857
2020-07-13,13120562,194472.0,211788.57142857142
2020-07-14,13341584,221022.0,213426.57142857142
2020-07-15,13571366,229782.0,215498.2857142857
2020-07-16,13816276,244910.0,218401.0
2020-07-17,14053691,237415.0,219049.14285714287
2020-07-18,14289018,235327.0,222265.0
2020-07-19,14500867,211849.0,224968.14285714287
2020-07-20,14708999,208132.0,226919.57142857142
2020-07-21,14952015,243016.0,230061.57142857142
2020-07-22,15227349,275334.0,236569.0
2020-07-23,15506965,279616.0,241527.0
2020-07-24,15790439,283474.0,248106.85714285713
2020-07-25,16039940,249501.0,250131.7142857143
2020-07-26,16251698,211758.0,250118.7142857143
2020-07-27,16486071,234373.0,253867.42857142858
2020-07-28,16749948,263877.0,256847.57142857142
2020-07-29,17020206,270258.0,256122.42857142858
2020-07-30,17301978,281772.0,256430.42857142858
2020-07-31,17589465,287487.0,257003.7142857143
2020-08-01,17835718,246253.0,256539.7142857143
2020-08-02,18066313,230595.0,259230.7142857143
2020-08-03,18272365,206052.0,255184.85714285713
2020-08-04,18537650,265285.0,255386.0
2020-08-05,18812782,275132.0,256082.2857142857
2020-08-06,19099465,286683.0,256783.85714285713
2020-08-07,19381885,282420.0,256060.0
2020-08-08,19647098,265213.0,258768.57142857142
2020-08-09,19880082,232984.0,259109.85714285713
2020-08-10,20113266,233184.0,262985.85714285716
2020-08-11,20378814,265548.0,263023.4285714286
2020-08-12,20653866,275052.0,263012.0
2020-08-13,20943940,290074.0,263496.4285714286
2020-08-14,21250985,307045.0,267014.28571428574
2020-08-15,21499992,249007.0,264699.14285714284
2020-08-16,21710018,210026.0,261419.42857142858
2020-08-17,21922864,212846.0,258514.0
2020-08-18,22182251,259387.0,257633.85714285713
2020-08-19,22459713,277462.0,257978.14285714287
2020-08-20,22731170,271457.0,255318.57142857142
2020-08-21,22993103,261933.0,248874.0
2020-08-22,23256599,263496.0,250943.85714285713
2020-08-23,23459343,202744.0,249903.57142857142
2020-08-24,23687417,228074.0,252079.0
2020-08-25,23932609,245192.0,250051.14285714287
2020-08-26,24214291,281682.0,250654.0
2020-08-27,24501536,287245.0,252909.42857142858
2020-08-28,24785461,283925.0,256051.14285714287
2020-08-29,25046188,260727.0,255655.57142857142
2020-08-30,25265922,219734.0,258082.7142857143
2020-08-31,25530210,264288.0,263256.14285714284
2020-09-01,25797060,266850.0,266350.14285714284
2020-09-02,26078931,281871.0,266377.14285714284
2020-09-03,26364351,285420.0,266116.4285714286
2020-09-04,26666059,301708.0,268656.85714285716
2020-09-05,26939772,273713.0,270512.0
2020-09-06,27168754,228982.0,271833.14285714284
2020-09-07,27386021,217267.0,265115.85714285716
2020-09-08,27632522,246501.0,262208.85714285716
2020-09-09,27917825,285303.0,262699.14285714284
2020-09-10,28222203,304378.0,265407.4285714286
2020-09-11,28538544,316341.0,267497.85714285716
2020-09-12,28827262,288718.0,269641.4285714286
2020-09-13,29076027,248765.0,272467.5714285714
2020-09-14,29343129,267102.0,279586.85714285716
2020-09-15,29623674,280545.0,284450.28571428574
2020-09-16,29928612,304938.0,287255.28571428574
2020-09-17,30244171,315559.0,288852.5714285714
2020-09-18,30570799,326628.0,290322.14285714284
2020-09-19,30863894,293095.0,290947.4285714286
2020-09-20,31119002,255108.0,291853.5714285714
2020-09-21,31378886,259884.0,290822.4285714286
2020-09-22,31663190,284304.0,291359.4285714286
2020-09-23,31974828,311638.0,292316.5714285714
2020-09-24,32295761,320933.0,293084.28571428574
2020-09-25,32626358,330597.0,293651.28571428574
2020-09-26,32912439,286081.0,292649.28571428574
2020-09-27,33159412,246973.0,291487.14285714284
2020-09-28,33420647,261235.0,291680.14285714284
2020-09-29,33703423,282776.0,291461.85714285716
2020-09-30,34027950,324527.0,293303.14285714284
2020-10-01,34347052,319102.0,293041.5714285714
2020-10-02,34676525,329473.0,292881.0
2020-10-03,34973869,297344.0,294490.0
2020-10-04,35234380,260511.0,296424.0
2020-10-05,35545698,311318.0,303578.71428571426
2020-10-06,35861791,316093.0,308338.28571428574
2020-10-07,36210965,349174.0,311859.28571428574
2020-10-08,36570281,359316.0,317604.14285714284
2020-10-09,36930669,360388.0,322020.5714285714
2020-10-10,37286154,355485.0,330326.4285714286
2020-10-11,37575627,289473.0,334463.85714285716
2020-10-12,37865621,289994.0,331417.5714285714
2020-10-13,38184980,319359.0,331884.14285714284
2020-10-14,38565753,380773.0,336398.28571428574
2020-10-15,38972728,406975.0,343206.71428571426
2020-10-16,39383240,410512.0,350367.28571428574
2020-10-17,39755363,372123.0,352744.14285714284
2020-10-18,40086572,331209.0,358706.4285714286
2020-10-19,40461489,374917.0,370838.28571428574
2020-10-20,40850341,388852.0,380765.85714285716
2020-10-21,41289940,439599.0,389169.5714285714
2020-10-22,41771993,482053.0,399895.0
2020-10-23,42265886,493893.0,411806.5714285714
2020-10-24,42722206,456320.0,423834.71428571426
2020-10-25,43081021,358815.0,427778.4285714286
2020-10-26,43563906,482885.0,443202.4285714286
2020-10-27,44032321,468415.0,454568.5714285714
2020-10-28,44554076,521755.0,466305.14285714284
2020-10-29,45105459,551383.0,476209.4285714286
2020-10-30,45677148,571689.0,487323.14285714284
2020-10-31,46149224,472076.0,489574.0
2020-11-01,46588347,439123.0,501046.5714285714
2020-11-02,47136688,548341.0,510397.4285714286
2020-11-03,47702150,565462.0,524261.28571428574
2020-11-04,48194171,492021.0,520013.5714285714
2020-11-05,48813491,619320.0,529718.8571428572
2020-11-06,49436651,623160.0,537071.8571428572
2020-11-07,50035817,599166.0,555227.5714285715
2020-11-08,50526633,490816.0,562612.2857142857
2020-11-09,51036431,509798.0,557106.1428571428
2020-11-10,51607152,570721.0,557857.4285714285
2020-11-11,52231804,624652.0,576804.7142857143
2020-11-12,52871998,640194.0,579786.7142857143
2020-11-13,53532918,660920.0,585181.0
2020-11-14,54119938,587020.0,583445.8571428572
2020-11-15,54610164,490226.0,583361.5714285715
2020-11-16,55135785,525621.0,585622.0
2020-11-17,55738088,602303.0,590133.7142857143
2020-11-18,56360350,622262.0,589792.2857142857
2020-11-19,57014330,653980.0,591761.7142857143
2020-11-20,57688348,674018.0,593632.8571428572
2020-11-21,58280901,592553.0,594423.2857142857
2020-11-22,58778971,498070.0,595543.8571428572
2020-11-23,59312972,534001.0,596741.0
2020-11-24,59903743,590771.0,595093.5714285715
2020-11-25,60520817,617074.0,594352.4285714285
2020-11-26,61110077,589260.0,585106.7142857143
2020-11-27,61805411,695334.0,588151.8571428572
2020-11-28,62412975,607564.0,590296.2857142857
2020-11-29,62908587,495612.0,589945.1428571428
2020-11-30,63415149,506562.0,586025.2857142857
2020-12-01,64030052,614903.0,589472.7142857143
2020-12-02,64670297,640245.0,592782.8571428572
2020-12-03,65360890,690593.0,607259.0
2020-12-04,66057237,696347.0,607403.7142857143
2020-12-05,66699578,642341.0,612371.8571428572
2020-12-06,67243523,543945.0,619276.5714285715
2020-12-07,67778364,534841.0,623316.4285714285
2020-12-08,68409026,630662.0,625567.7142857143
2020-12-09,69074376,665350.0,629154.1428571428
2020-12-10,70569780,1495404.0,744127.1428571428
2020-12-11,71275526,705746.0,745469.8571428572
2020-12-12,71924201,648675.0,746374.7142857143
2020-12-13,72462986,538785.0,745637.5714285715
2020-12-14,73014134,551148.0,747967.1428571428
2020-12-15,73662750,648616.0,750532.0
2020-12-16,74380284,717534.0,757986.8571428572
2020-12-17,75118880,738596.0,649871.4285714285
2020-12-18,75840308,721428.0,652111.7142857143
2020-12-19,76475797,635489.0,650228.0
2020-12-20,77023089,547292.0,651443.2857142857
2020-12-21,77569297,546208.0,650737.5714285715
2020-12-22,78220739,651442.0,651141.2857142857
2020-12-23,78902821,682082.0,646076.7142857143
2020-12-24,79596199,693378.0,639617.0
2020-12-25,80089407,493208.0,607014.1428571428
2020-12-26,80622032,532625.0,592319.2857142857
2020-12-27,81035212,413180.0,573160.4285714285
2020-12-28,81534381,499169.0,566440.5714285715
2020-12-29,82206255,671874.0,569359.4285714285
2020-12-30,82931542,725287.0,575531.5714285715
2020-12-31,83771267,839725.0,596438.2857142857
2021-01-01,84334941,563674.0,606504.8571428572
2021-01-02,84939298,604357.0,616752.2857142857
2021-01-03,85459625,520327.0,632059.0
2021-01-04,86017030,557405.0,640378.4285714285
2021-01-05,86757888,740858.0,650233.2857142857
2021-01-06,87548745,790857.0,659600.4285714285
2021-01-07,88418628,869883.0,663908.7142857143
2021-01-08,89253991,835363.0,702721.4285714285
2021-01-09,90010221,756230.0,724417.5714285715
2021-01-10,90611766,601545.0,736020.1428571428
2021-01-11,91226195,614429.0,744166.4285714285
2021-01-12,91918655,692460.0,737252.4285714285
2021-01-13,92661932,743277.0,730455.2857142857
2021-01-14,93420922,758990.0,714613.4285714285
2021-01-15,94204729,783807.0,707248.2857142857
2021-01-16,94861542,656813.0,693045.8571428572
2021-01-17,95389065,527523.0,682471.2857142857
2021-01-18,95906258,517193.0,668580.4285714285
2021-01-19,96499009,592751.0,654336.2857142857
2021-01-20,97186196,687187.0,646323.4285714285
2021-01-21,97854895,668699.0,633424.7142857143
2021-01-22,98518282,663387.0,616221.8571428572
2021-01-23,99094929,576647.0,604769.5714285715
2021-01-24,99556840,461911.0,595396.4285714285
2021-01-25,100038432,481592.0,590310.5714285715
2021-01-26,100599722,561290.0,585816.1428571428
2021-01-27,101200628,600906.0,573490.2857142857
2021-01-28,101815726,615098.0,565833.0
2021-01-29,102404678,588952.0,555199.4285714285
2021-01-30,102919533,514855.0,546372.0
2021-01-31,103316181,396648.0,537048.7142857143
2021-02-01,103759172,442991.0,531534.2857142857
2021-02-02,104224617,465445.0,517842.14285714284
2021-02-03,104749864,525247.0,507033.71428571426
2021-02-04,105221632,471768.0,486558.0
2021-02-05,105758112,536480.0,479062.0
2021-02-06,106193301,435189.0,467681.14285714284
2021-02-07,106544838,351537.0,461236.71428571426
2021-02-08,106884739,339901.0,446509.5714285714
2021-02-09,107292015,407276.0,438199.71428571426
2021-02-10,107732475,440460.0,426087.28571428574
2021-02-11,108176226,443751.0,422084.85714285716
2021-02-12,108605811,429585.0,406814.14285714284
2021-02-13,108986286,380475.0,398997.85714285716
2021-02-14,109294915,308629.0,392868.14285714284
2021-02-15,109575730,280815.0,384427.28571428574
2021-02-16,109935514,359784.0,377642.71428571426
2021-02-17,110321888,386374.0,369916.14285714284
2021-02-18,110732668,410780.0,365206.0
2021-02-19,111142322,409654.0,362358.71428571426
2021-02-20,111517521,375199.0,361605.0
2021-02-21,111837079,319558.0,363166.28571428574
2021-02-22,112132642,295563.0,365273.14285714284
2021-02-23,112525375,392733.0,369980.14285714284
2021-02-24,112970298,444923.0,378344.28571428574
2021-02-25,113423254,452956.0,384369.4285714286
2021-02-26,113865189,441935.0,388981.0
2021-02-27,114261920,396731.0,392057.0
2021-02-28,114569699,307779.0,390374.28571428574
2021-03-01,114875188,305489.0,391792.28571428574
2021-03-02,115188447,313259.0,380438.85714285716
2021-03-03,115630277,441830.0,379997.0
2021-03-04,116088673,458396.0,380774.14285714284
2021-03-05,116537758,449085.0,381795.5714285714
2021-03-06,116951763,414005.0,384263.28571428574
2021-03-07,117326201,374438.0,393786.0
2021-03-08,117631655,305454.0,393781.0
2021-03-09,118045690,414035.0,408177.5714285714
2021-03-10,118504541,458851.0,410609.14285714284
2021-03-11,118994212,489671.0,415077.0
2021-03-12,119483453,489241.0,420813.5714285714
2021-03-13,119939032,455579.0,426752.71428571426
2021-03-14,120304097,365065.0,425413.71428571426
2021-03-15,120658173,354076.0,432359.71428571426
2021-03-16,121125202,467029.0,439930.28571428574
2021-03-17,121670904,545702.0,452337.5714285714
2021-03-18,122218827,547923.0,460659.28571428574
2021-03-19,122781361,562534.0,471129.71428571426
2021-03-20,123279801,498440.0,477252.71428571426
2021-03-21,123720266,440465.0,488024.14285714284
2021-03-22,124141450,421184.0,497611.0
2021-03-23,124647276,505826.0,503153.4285714286
2021-03-24,125276968,629692.0,515152.0
2021-03-25,125929153,652185.0,530046.5714285715
2021-03-26,126569164,640011.0,541114.7142857143
2021-03-27,127153673,584509.0,553410.2857142857
2021-03-28,127646311,492638.0,560863.5714285715
2021-03-29,128105573,459262.0,566303.2857142857
2021-03-30,128667776,562203.0,574357.1428571428
2021-03-31,129341666,673890.0,580671.1428571428
